item,option,supplier,part_number,price,multiplier,category
Controller,"Optimizer Plant Cntr, 1 IP, 2 Ethernet Switched+2 RS485 Ports",Honeywell,N-ADV-112-H-C,717.42,1.045,Controller
Controller,"Optimizer Plant Cntr, 1 IP, 3 Ethernet Switched+4 RS485 Ports",Honeywell,N-ADV-134-H-C,837.46,1.045,Controller
Controller,Optimizer Plant Cntr Remote Panel Bus or Extra RS485 Port,Honeywell,IO-ADPT-S-2,58.24,1.045,Controller
Optimizer License with 18 Month SMA,Optimizer License for 3 Devices or 50 Points,Honeywell,N-ADV-00050-100PCA,307.6,1.045,Optimizer License with
Optimizer License with 18 Month SMA,Optimizer License for 10 Devices or 500 Points,Honeywell,N-ADV-00500-100PCA,781.19,1.045,Optimizer License with
Optimizer License with 18 Month SMA,"Optimizer License for 25 Devices or 1,250 Points",Honeywell,N-ADV-01250-100PCA,1290.1,1.045,Optimizer License with
Optimizer License with 18 Month SMA,"Optimizer License for 100 Devices or 5,000 Points",Honeywell,N-ADV-05000-100PCA,3307.62,1.045,Optimizer License with
Optimizer License with 18 Month SMA,"Optimizer License for 200 Devices or 10,000 Points",Honeywell,N-ADV-10000-100PCA,4829.05,1.045,Optimizer License with
Controller,"JCI BACNet Cntr, 7UI, 2BI, 4CO, 2AO, 3BO, ND",JCI,F4-CGM09090-0,734.79,1.05,Controller
Controller,"JCI BACNet Cntr, 7UI, 2BI, 4CO, 2AO, 3BO with Display",JCI,F4-CGM09090-0H,1041.54,1.05,Controller
Controller,"JCI BACNet Controller, 3UI, 1BI, 4CO, 2BO",JCI,F4-CGM04060-0,414.61,1.05,Controller
Controller,"JCI IP Cntr, 7UI, 2BI, 4CO, 2A20, A2nd 3BO, B-A2A2C",JCI,F4-CGE09090-0,605.72,1.05,Controller
Controller,"JCI IP Cntr, 7UI, 2BI, 4CO, 2AO, 3BO, B-AAC with Display",JCI,F4-CGE09090-0H,813.1,1.05,Controller
Controller,"JCI IP Controller, 3UI, 1BI, 4CO, 2BO",JCI,F4-CGE04060-0,421.08,1.05,Controller
Controller,"JCI BACNet Controller, 3UI, 1BI, 2BO, 4CO, ND",JCI,F4-CGM04060-0 ,518.26,1.05,Controller
Controller,"JCI BACNet Controller, 7UI, 2BI, 3BO, 2AO, 4CO, w Display",JCI,F4-CGM09090-0H,833.23,1.05,Controller
Controller,"JCI BACNet Controller, 7UI, 2BI, 3BO, 2AO, 4CO, ND",JCI,FX-CGM09090-0 ,587.83,1.05,Controller
Controller,"JCI BACNet Controller, 6UI, 2BI, 3BO, 2AO, 4CO, ND, E. Temp",JCI,FX-PCG2611-0ET,762.48,1.05,Controller
Controller,"JCI BACNet Controller, 6UI, 2BI, 3BO, 2AO, 4CO, w Display",JCI,FX-PCG2621-0,1519.11,1.05,Controller
Controller,"JCI BACNet VAV Controller, 3UI, 2BO w Act & VP",JCI,FX-PCV1615-1,373.33,1.05,Controller
Controller,"JCI BACNet VAV Controller, 3UI, 3BO, 2AO w Act & VP",JCI,FX-PCV1630-1 - Discontinued,0.0,1.05,Controller
Controller,"JCI BACNet VAV Controller, 3UI, 3BO, 2CO w Act & VP",JCI,F4-CVM3050-0,315.56,1.05,Controller
Controller,"JCI IP VAV Controller, 3UI, 2CO, 3BO w Act & VP",JCI,F4-CVE03050-0P,388.56,1.05,Controller
Controller,JCI Rotary Floating Actuator,Broudy,M9104-AGP-2S,181.36,1.05,Controller
Controller,"Siemens Ethernet Controller, 12UIO, 4 BO, Add TXM1 Expansion Modules",Siemens,PXC4.E16S,426.69,1.0,Controller
Controller,"Siemens MSTP Controller, 12UIO, 4 BO, Add TXM1 Expansion Modules",Siemens,PXC4.M16S,426.69,1.0,Controller
Controller,"Siemens Ethernet Controller, 4 BO, 12UIO, Add TXM1 Expansion Modules",Siemens,PXC4.E16.A,822.85,1.0,Controller
Controller,"Siemens MSTP Controller, 4 BO, 12 UIO, Add TXM1 Expansion Modules",Siemens,PXC4.M16,533.36,1.0,Controller
Controller,"Siemens Station BACnet/IP, 16UIO, 2BI, 6DO, Supports up to 6 TX-I/O",Siemens,PXC5.E24,1645.57,1.0,Controller
Controller,"Siemens Station BACnet/IP, 1 BACnet Comm, 60 Devices, Up to 100 TXM I/O's",Siemens,PXC7.E400S,978.64,1.0,Controller
Controller,"Siemens Station BACnet/IP, 2 BACnet Comm, 120 Devices, Up to 200 TXM I/O's",Siemens,PXC7.E400M,1250.48,1.0,Controller
Controller,"Siemens Station BACnet/IP, 4 BACnet Comm, 240 Devices, Up to 400 TXM I/O's",Siemens,PXC7.E400L,2120.37,1.0,Controller
Controller,"Siemens Talon UL864 - 16Pt Cntr, 3 UI, 5 UO, 2 DI, 3 AO & 3 DO",Siemens,TC16.2-EF32.T,1004.83,1.0,Controller
Controller,"Siemens Talon UL864 - 24Pt Cntr, 3 UI, 9 UO, 4 Super I/O, 3 AO, 5 DO",Siemens,TC24.2-EF32.T,1259.78,1.0,Controller
Controller,"Siemens Talon UL864 - 36Pt Cntr, 18 UI, 6 Super I/O, 4 DI, and 8 DO",Siemens,TC36-EF.T,2458.13,1.0,Controller
Controller,Siemens VAV - UL864 BACnet IP NO ACTUATOR,Siemens,DXR2.E12P-102K,224.79,1.0,Controller
Controller,Siemens VAV - UL864 BACnet MSTP NO ACTUATOR,Siemens,DXR2.M12P-102K,224.79,1.0,Controller
Controller,Siemens VAV - BACnet IP WITH ACTUATOR,Siemens,DXR2.E10PL-102B,227.25,1.0,Controller
Controller,Siemens VAV - BACnet MSTP WITH ACTUATOR,Siemens,DXR2.M10PL-102B,227.25,1.0,Controller
Controller,"Siemens Fan Coil Units, Heatpumps - BACnet IP",Siemens,DXR2.E18-101K,237.02,1.0,Controller
Controller,"Siemens Fan Coil Units, Heatpumps - BACnet MSTP",Siemens,DXR2.M18-101B,215.48,1.0,Controller
Controller,"Phoenix ILC Controller w 4 LAN, 2 USB, 2 RS485 - Needs SMA",Broudy,ILC 2050 BI,679.52,1.0,Controller
Controller,"Phoenix ILC Controller w 4 LAN,2 USB,2 RS485 & LON - Needs SMA",Broudy,ILC 2050 BI-L,1241.29,1.0,Controller
Phoenix Controller Core License,100 data points,Broudy,NC4-100,222.21,1.0,Phoenix Controller Core License
Phoenix Controller Core License,250 data points,Broudy,NC4-250,442.25,1.0,Phoenix Controller Core License
Phoenix Controller Core License,500 data points,Broudy,NC4-500,664.46,1.0,Phoenix Controller Core License
Phoenix Controller Core License,1250 data points,Broudy,NC4-1250,1080.56,1.0,Phoenix Controller Core License
Phoenix Controller Core License,5000 data points,Broudy,NC4-5000,3189.41,1.0,Phoenix Controller Core License
Phoenix Controller Core License,10000 data points,Broudy,NC4-10000,4781.93,1.0,Phoenix Controller Core License
Phoenix ILC SMA,Phoenix 1 year Controller license for NC4-100,Broudy,NC4-100-SMA-1YR,32.68,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 3 year Controller license for NC4-100,Broudy,NC4-100-SMA-3YR,80.61,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 5 year Controller license for NC4-100,Broudy,NC4-100-SMA-5YR,102.39,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 1 year Controller license for NC4-250,Broudy,NC4-250-SMA-1YR,65.36,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 3 year Controller license for NC4-250,Broudy,NC4-250-SMA-3YR,159.03,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 5 year Controller license for NC4-250,Broudy,NC4-250-SMA-5YR,204.79,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 1 year Controller license for NC4-500,Broudy,NC4-500-SMA-1YR,98.04,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 3 year Controller license for NC4-500,Broudy,NC4-500-SMA-3YR,239.64,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 5 years Controller license for NC4-500,Broudy,NC4-500-SMA-5YR,307.18,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 1 year Controller license for NC4-1250,Broudy,NC4-1250-SMA-1YR,159.03,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 3 year Controller license for NC4-1250,Broudy,NC4-1250-SMA-3YR,389.96,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 5 year Controller license for NC4-1250,Broudy,NC4-1250-SMA-5YR,501.07,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 1 year Controller license for NC4-5000,Broudy,NC4-5000-SMA-1YR,472.75,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 3 year Controller license for NC4-5000,Broudy,NC4-5000-SMA-3YR,1152.46,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 5 year Controller license for NC4-5000,Broudy,NC4-5000-SMA-5YR,1477.06,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 1 year Controller license for NC4-10000,Broudy,NC4-10000-SMA-1YR,708.03,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 3 years Controller license for NC4-10000,Broudy,NC4-10000-SMA-3YR,1725.42,1.0,Phoenix ILC SMA
Phoenix ILC SMA,Phoenix 5 year Controller license for NC4-10000,Broudy,NC4-10000-SMA-5YR,2213.41,1.0,Phoenix ILC SMA
Optimizer Accessories,Optimizer Display for DIN Rail Mount,Honeywell,HMI-DN,315.54,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer Display for Panel Mount,Honeywell,HMI-WL,315.73,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 100 Point License Upgrade,Honeywell,N-ADV-0100P-UP,82.06,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 255 Point License Upgrade,Honeywell,N-ADV-0255P-UP,164.12,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 1 Device & 50 Point Upgrade,Honeywell,PIN-DEV-1,142.23,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 2 Device & 100 Point Upgrade,Honeywell,PIN-DEV-2,244.35,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 10 Device & 500 Point Upgrade,Honeywell,PIN-DEV-10,760.4,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 25 Device & 1250 Point Upgrade,Honeywell,PIN-DEV-25,1287.39,1.045,Optimizer Accessories
Optimizer Accessories,Optimizer 50 Device & 2500 Point Upgrade,Honeywell,PIN-DEV-50,2405.2,1.045,Optimizer Accessories
Carbon Dioxide Sensor,Space CO2 w LCD,Honeywell,C7233A1008,236.95,1.045,Carbon Dioxide Sensor
Carbon Dioxide Sensor,Space CO2 wo LCD,Honeywell,C7263A1008,340.42,1.045,Carbon Dioxide Sensor
Carbon Dioxide Sensor,Duct CO2 w LCD,Honeywell,C7232B1006,377.0,1.045,Carbon Dioxide Sensor
Carbon Dioxide Sensor,Duct CO2 wo LCD,Honeywell,C7632B1002,316.98,1.045,Carbon Dioxide Sensor
Carbon Dioxide Sensor,ACI Space CO2 wo LCD,Kele,A/CO2-R2,191.66,1.0,Carbon Dioxide Sensor
Carbon Dioxide Sensor,Outside Air CO2 w Heater,Kele,050-8-NA01,530.27,1.0,Carbon Dioxide Sensor
Sylk Bus IO,Combination,Honeywell,SIO4022,266.33,1.045,Sylk Bus IO
Sylk Bus IO,Input,Honeywell,SIO12000,233.83,1.045,Sylk Bus IO
Sylk Bus IO,Output,Honeywell,SIO6042,299.47,1.045,Sylk Bus IO
Temp Sensor,Averaging Sensor,Honeywell,C7041R2018,159.74,1.045,Temp Sensor
Temp Sensor,Duct Temp/Humidity,Honeywell,H7735B2018,254.77,1.045,Temp Sensor
Temp Sensor,Duct Temp/Humidity SYLK Bus 5%,Honeywell,C7400S1010 + 50053060-001,135.81,1.045,Temp Sensor
Temp Sensor,Duct Insertion Sensor,Honeywell,C7041B2005,22.19,1.045,Temp Sensor
Temp Sensor,Duct Sensor w 6' Cable,Honeywell,C7770A1040,25.32,1.045,Temp Sensor
Temp Sensor,TR21 Space Sensor Only,Honeywell,TR21,20.32,1.045,Temp Sensor
Temp Sensor,TR21 Space Sensor with Humd,Honeywell,TR21-H,168.18,1.045,Temp Sensor
Temp Sensor,TR21 Wireless Sensor with Receiver,Honeywell,TR21-WK,285.72,1.045,Temp Sensor
Temp Sensor,TR23 Space with SP/OV,Honeywell,TR23,70.34,1.045,Temp Sensor
Temp Sensor,TR23 Space with SP/OV/Humd,Honeywell,TR23-H,214.13,1.045,Temp Sensor
Temp Sensor,TR23 Wireless Sensor w SP & Rec,Honeywell,TR23-WK - Discontinued,0.0,1.045,Temp Sensor
Temp Sensor,TR40 Space Sensor Only,Honeywell,TR40,40.64,1.045,Temp Sensor
Temp Sensor,TR40 Space with Temp/Humd,Honeywell,TR40-H,195.38,1.045,Temp Sensor
Temp Sensor,TR40 Space with CO2,Honeywell,TR40-CO2,304.79,1.045,Temp Sensor
Temp Sensor,TR40 Space with Temp/Humd/CO2,Honeywell,TR40-H-CO2,307.91,1.045,Temp Sensor
Temp Sensor,TR42 Space Sensor Only/LCD,Honeywell,TR42,85.65,1.045,Temp Sensor
Temp Sensor,TR42 Space with Temp/Humd/LCD,Honeywell,TR42-H,261.65,1.045,Temp Sensor
Temp Sensor,TR42 Space with CO2/LCD,Honeywell,TR42-CO2,385.75,1.045,Temp Sensor
Temp Sensor,TR42 Space with Temp/Humd/CO2/LCD,Honeywell,TR42-H-CO2,389.19,1.045,Temp Sensor
Temp Sensor,TR50 Space IAQ with Temp/Humd/CO2/TVOC and Display,Honeywell,TR50-5D,446.71,1.045,Temp Sensor
Temp Sensor,TR50 Space IAQ with Temp/Humd/CO2/TVOC and No Display,Honeywell,TR50-5N,437.02,1.045,Temp Sensor
Temp Sensor,TR50 Space Temp/Humd/CO2 with Display,Honeywell,TR50-3D,236.33,1.045,Temp Sensor
Temp Sensor,TR50 Space Temp/Humd/CO2 with No Display,Honeywell,TR50-3N,226.64,1.045,Temp Sensor
Temp Sensor,TR71 Space with LCD,Honeywell,TR71,147.86,1.045,Temp Sensor
Temp Sensor,TR71 Space with Temp/Humd/LCD,Honeywell,TR71H,278.53,1.045,Temp Sensor
Temp Sensor,TR75 Space with Time Clock/LCD,Honeywell,TR75,200.38,1.045,Temp Sensor
Temp Sensor,TR75 Space w Temp/Humd/Time Clock/LCD,Honeywell,TR75-H,332.3,1.045,Temp Sensor
Temp Sensor,TR100 Space with LCD,Honeywell,TR100-T-G,123.17,1.045,Temp Sensor
Temp Sensor,TR100 Space with Temp/Humd LCD,Honeywell,TR100-TH-G,178.18,1.045,Temp Sensor
Temp Sensor,TR100 Space with Temp/Humd/CO2 LCD,Honeywell,TR100-THC-G,294.47,1.045,Temp Sensor
Temp Sensor,TR120 Space Sensor Only/LCD,Honeywell,TR120,223.51,1.045,Temp Sensor
Temp Sensor,TR120H Space with Temp/Humd/LCD,Honeywell,TR120-H,350.74,1.045,Temp Sensor
Temp Sensor,OA Temp/Humidity for HW,Honeywell,H7735C2015,271.65,1.045,Temp Sensor
Temp Sensor,OA Temp Only for HW,Honeywell,C7041F2006,32.2,1.045,Temp Sensor
Temp Sensor,Immersion for HW,Honeywell,C7041D2001,22.19,1.045,Temp Sensor
Temp Sensor,Well - Stainless Steel for HW,Honeywell,50001774-001,32.87,1.045,Temp Sensor
Temp Sensor,Strap On Sensor for HW,Honeywell,C7041K2005,25.01,1.045,Temp Sensor
Temp Sensor,Freezer Sensor for HW,Kele,KTM42SC,26.84,1.0,Temp Sensor
Temp Sensor,JCI Network LCD Space Temp Sensor,JCI,NSB8BTN240-0,91.39,1.05,Temp Sensor
Temp Sensor,JCI Network LCD Space Temp/Humd Sensor,JCI,NSB8BHN240-0,278.24,1.05,Temp Sensor
Temp Sensor,JCI Network LCD Space Temp/Humd/CO2 Sensor,JCI,NSB8BHC241-0,518.8,1.05,Temp Sensor
Temp Sensor,JCI Network LCD Space Temp Sensor w Occupancy Sensor,JCI,NSB8MTN240-0,188.9,1.05,Temp Sensor
Temp Sensor,JCI Network Space CO2 Sensor Only,JCI,NSB8BNC040-0,335.91,1.05,Temp Sensor
Temp Sensor,JCI Network Space Temp/CO2 Sensor,JCI,NSB8BTC240-0 ,352.12,1.05,Temp Sensor
Temp Sensor,JCI Network Space Temp/CO2 Sensor w Occupancy Sensor,JCI,NSB8MTC241-0,461.02,1.05,Temp Sensor
Temp Sensor,JCI Network ND Space Temp/Humd Sensor,JCI,NSB8BHN241-0,345.81,1.05,Temp Sensor
Temp Sensor,JCI Network ND Space Temp Sensor w JCI Logo Warm/Cool,JCI,NSB8BTN140-0,77.02,1.05,Temp Sensor
Temp Sensor,JCI Network ND Space Temp Sensor Warm/Cool,JCI,NSB8BTN141-0,97.92,1.05,Temp Sensor
Temp Sensor,JCI Wireless Receiver - Needs WRZ-TTJ0000-2 Sensor (1-1),JCI,JC-ZFR1831-0,181.88,1.05,Temp Sensor
Temp Sensor,JCI Wireless Room Temp Sensor - Needs JC-ZFR1831-0 (1-1),JCI,WRZ-TTJ0000-2,190.18,1.05,Temp Sensor
Temp Sensor,JCI Wireless Comm Gateway - 1 per 35 Devices (Receivers),JCI,JC-WRGKIT-0,1462.94,1.05,Temp Sensor
Temp Sensor,OA Combo Temp/Humd Sensor for JCI,Broudy,A/RH3-1K-NI-O,129.89,1.0,Temp Sensor
Temp Sensor,Duct Temp/Humidity for JCI,Broudy,A/RH3-1K-NI-D,136.4,1.0,Temp Sensor
Temp Sensor,Duct Insertion Sensor for JCI,JCI,TE-6311M-1,16.5,1.05,Temp Sensor
Temp Sensor,Averaging Sensor for JCI,JCI,TE-6316M-1,111.63,1.05,Temp Sensor
Temp Sensor,Blank Wall Temp Sensor for JCI,JCI,TE-6314P-1,19.21,1.05,Temp Sensor
Temp Sensor,Immersion Sensor for JCI,JCI,TE-631AM-1,29.29,1.05,Temp Sensor
Temp Sensor,Immersion Well for JCI Sensor,JCI,TE-6300W-103,33.3,1.05,Temp Sensor
Temp Sensor,Freezer Sensor for JCI,ALPS,"A/1K-NI-FRZ2""-30'",86.7,1.0,Temp Sensor
Temp Sensor,Siemens Space with LCD,Siemens,QMX3.P34-1WSB,85.87,1.0,Temp Sensor
Temp Sensor,Siemens Space with Temp/Humd/CO2/LCD,Siemens,QMX3.P74-1WSB,301.84,1.0,Temp Sensor
Temp Sensor,"Siemens Duct, 10k Ohm, 8 Inch Probe",Siemens,QAM2030.020,16.26,1.0,Temp Sensor
Temp Sensor,"Siemens Duct, 4-20mA, 8 Inch Rigid Probe",Siemens,533-376-8,54.2,1.0,Temp Sensor
Temp Sensor,"Siemens Duct, 4-20mA, 30-250F, 8 Inch Rigid Probe",Siemens,533-377-8,54.21,1.0,Temp Sensor
Temp Sensor,"Siemens Averaging, 16 Foot Probe",Siemens,QAM2030.500,54.49,1.0,Temp Sensor
Temp Sensor,"Siemens Averaging, 4-20mA, 20-120F, 16 Foot Flexible Probe",Siemens,533-380-16,92.62,1.0,Temp Sensor
Temp Sensor,"Siemens Blank Sensor, 10k Ohm",Siemens,540-984,10.6,1.0,Temp Sensor
Temp Sensor,"Siemens Insersion 10k Ohm, 4 Inch Probe w Well",Siemens,QAE2030.010,35.13,1.0,Temp Sensor
Temp Sensor,"Siemens Inserion 4-20mA, 30-250F, 4 Inch Probe w Well",Siemens,536-767-40,77.86,1.0,Temp Sensor
Temp Sensor,Siemens OA Temp/Humidity w/o Display,Siemens,QFA3171,184.81,1.0,Temp Sensor
Temp Sensor,Siemens OA Temp/Humidity with Display,Siemens,QFA3171D,227.49,1.0,Temp Sensor
Thermostat,Low Limit,Broudy,A11A-1C,270.31,1.0,Thermostat
Thermostat,Space Line Voltage,Broudy,T26S-18,127.13,1.0,Thermostat
Thermostat,Duct Temperature High Limit,Broudy,A25AN-1C,161.69,1.0,Thermostat
Thermostat,Strap On Thermostat,Broudy,A19DAC-1C,100.6,1.0,Thermostat
Thermostat,"JCI FCU/RTU Thermostat - 3CO's, 3BO's, 3UI's w Humd & Occ Sensor",Broudy,TEC4K-SN0-000 ,133.2,1.05,Thermostat
Timed Override,MH Rhodes TOS without Hold,Kele,93506C,50.7,1.0,Timed Override
Timed Override,MH Rhodes TOS with Hold,Kele,93516C,77.87,1.0,Timed Override
Transformer,100 VA with circuit breaker,Broudy,TR100VA004,43.69,1.0,Transformer
Transformer,75 VA with circuit breaker,Broudy,TR75VA004,42.14,1.0,Transformer
Transformer,50 VA with circuit breaker,Kele,TR50VA015,30.35,1.0,Transformer
Transformer,40 VA,Broudy,TR40VA001,17.76,1.0,Transformer
Transformer,(3) - 100 VA w Enclosure,Broudy,PSH300A,314.8,1.0,Transformer
Transformer,(5) - 100 VA w Enclosure,Broudy,PSH500A,430.65,1.0,Transformer
UPS/Surge Protection,Desktop Power Supply Only,Broudy,UPS850,348.39,1.0,UPS/Surge Protection
UPS/Surge Protection,Power Supply With Enclosure,Broudy,PSH2C2RB10-L + UPS850,653.73,1.0,UPS/Surge Protection
UPS/Surge Protection,APC Smart UPS With Enclosure,APS,APC SMC1500C + ASE24X24X8,931.4,1.0,UPS/Surge Protection
VAV HW Valve 2W & 3-way NSR,,,,150.0,1.0,VAV HW Valve
VFD,"Honeywell 3 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0030G110C,1566.36,1.045,VFD
VFD,"Honeywell 5 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0050G110C,1707.91,1.045,VFD
VFD,"Honeywell 7.5 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0075G110C,1869.43,1.045,VFD
VFD,"Honeywell 10 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0100G110C,2085.61,1.045,VFD
VFD,"Honeywell 15 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0150G110C,2234.54,1.045,VFD
VFD,"Honeywell 20 HP wo Bypass, Nema-1, Fused, 460V",Honeywell,HVFD3B3C0200G110C,2780.01,1.045,VFD
VFD,"Honeywell 25 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0250G110C,3356.96,1.045,VFD
VFD,"Honeywell 30 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0300G110C,3779.86,1.045,VFD
VFD,"Honeywell 40 HP wo Bypass, Fused, Nema-1, 460V",Honeywell,HVFD3B3C0400G110C,4666.1,1.045,VFD
VFD,"Honeywell 50 HP wo Bypass, Non-Fused, Nema-1, 460V",Honeywell,HVFD3B3C0500G110C,5977.4,1.045,VFD
VFD,"Honeywell 60 HP wo Bypass, Non-Fused, Nema-1, 460V",Honeywell,HVFD3B3C0600G110C,7627.32,1.045,VFD
VFD,"Honeywell 75 HP wo Bypass, Non-Fused, Nema-1, 460V",Honeywell,HVFD3B3C0750G110C,8252.88,1.045,VFD
